"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NZL","SOCEXP","PRIV","PC_GDP","A","2013",0.709,
"NZL","SOCEXP","PRIV","PC_GDP","A","2014",0.713,
"NZL","SOCEXP","PRIV","PC_GDP","A","2015",0.71,
"NZL","SOCEXP","PRIV","PC_GDP","A","2016",0.718,
"NZL","SOCEXP","PRIV","PC_GDP","A","2017",0.703,
"NZL","SOCEXP","PRIV","PC_GDP","A","2018",0.711,
"NZL","SOCEXP","PRIV","PC_GDP","A","2019",0.698,
"NZL","SOCEXP","PRIV","PC_GDP","A","2020",0.731,
"NZL","SOCEXP","PUB","PC_GDP","A","1980",16.366,
"NZL","SOCEXP","PUB","PC_GDP","A","1981",16.513,
"NZL","SOCEXP","PUB","PC_GDP","A","1982",16.983,
"NZL","SOCEXP","PUB","PC_GDP","A","1983",16.686,
"NZL","SOCEXP","PUB","PC_GDP","A","1984",15.987,
"NZL","SOCEXP","PUB","PC_GDP","A","1985",16.348,
"NZL","SOCEXP","PUB","PC_GDP","A","1986",16.574,
"NZL","SOCEXP","PUB","PC_GDP","A","1987",17.606,
"NZL","SOCEXP","PUB","PC_GDP","A","1988",18.751,
"NZL","SOCEXP","PUB","PC_GDP","A","1989",20.284,
"NZL","SOCEXP","PUB","PC_GDP","A","1990",20.153,
"NZL","SOCEXP","PUB","PC_GDP","A","1991",20.569,
"NZL","SOCEXP","PUB","PC_GDP","A","1992",20.25,
"NZL","SOCEXP","PUB","PC_GDP","A","1993",18.8,
"NZL","SOCEXP","PUB","PC_GDP","A","1994",18.14,
"NZL","SOCEXP","PUB","PC_GDP","A","1995",17.617,
"NZL","SOCEXP","PUB","PC_GDP","A","1996",17.562,
"NZL","SOCEXP","PUB","PC_GDP","A","1997",18.577,
"NZL","SOCEXP","PUB","PC_GDP","A","1998",19.11,
"NZL","SOCEXP","PUB","PC_GDP","A","1999",18.459,
"NZL","SOCEXP","PUB","PC_GDP","A","2000",18.259,
"NZL","SOCEXP","PUB","PC_GDP","A","2001",17.629,
"NZL","SOCEXP","PUB","PC_GDP","A","2002",18.208,
"NZL","SOCEXP","PUB","PC_GDP","A","2003",17.574,
"NZL","SOCEXP","PUB","PC_GDP","A","2004",16.702,
"NZL","SOCEXP","PUB","PC_GDP","A","2005",19.927,
"NZL","SOCEXP","PUB","PC_GDP","A","2006",20.039,
"NZL","SOCEXP","PUB","PC_GDP","A","2007",20.671,
"NZL","SOCEXP","PUB","PC_GDP","A","2008",22.629,
"NZL","SOCEXP","PUB","PC_GDP","A","2009",23.561,
"NZL","SOCEXP","PUB","PC_GDP","A","2010",23.429,
"NZL","SOCEXP","PUB","PC_GDP","A","2011",22.933,
"NZL","SOCEXP","PUB","PC_GDP","A","2012",22.79,
"NZL","SOCEXP","PUB","PC_GDP","A","2013",21.26,
"NZL","SOCEXP","PUB","PC_GDP","A","2014",21.129,
"NZL","SOCEXP","PUB","PC_GDP","A","2015",20.04,
"NZL","SOCEXP","PUB","PC_GDP","A","2016",19.65,
"NZL","SOCEXP","PUB","PC_GDP","A","2017",18.652,
"NZL","SOCEXP","PUB","PC_GDP","A","2018",19.455,
"NZL","SOCEXP","PUB","PC_GDP","A","2019",23.642,
"NZL","SOCEXP","PUB","PC_GDP","A","2020",21.978,
"NZL","SOCEXP","PUB","PC_GDP","A","2021",20.825,
"NZL","SOCEXP","PUBNET","PC_GDP","A","1997",15.585,
"NZL","SOCEXP","PUBNET","PC_GDP","A","1999",15.728,
"NZL","SOCEXP","PUBNET","PC_GDP","A","2001",15.066,
"NZL","SOCEXP","PUBNET","PC_GDP","A","2003",14.894,
"NZL","SOCEXP","PUBNET","PC_GDP","A","2005",17.301,
"NZL","SOCEXP","PUBNET","PC_GDP","A","2007",18.169,
"NZL","SOCEXP","PUBNET","PC_GDP","A","2009",21.04,
"NZL","SOCEXP","PUBNET","PC_GDP","A","2011",20.489,
"NZL","SOCEXP","PUBNET","PC_GDP","A","2013",18.815,
"NZL","SOCEXP","PUBNET","PC_GDP","A","2015",17.586,
"NZL","SOCEXP","PUBNET","PC_GDP","A","2017",16.433,
"NZL","SOCEXP","PUBNET","PC_GDP","A","2019",20.931,
"NZL","SOCEXP","TOTNET","PC_GDP","A","1997",16.015,
"NZL","SOCEXP","TOTNET","PC_GDP","A","1999",16.151,
"NZL","SOCEXP","TOTNET","PC_GDP","A","2001",15.502,
"NZL","SOCEXP","TOTNET","PC_GDP","A","2003",14.826,
"NZL","SOCEXP","TOTNET","PC_GDP","A","2005",17.754,
"NZL","SOCEXP","TOTNET","PC_GDP","A","2007",18.62,
"NZL","SOCEXP","TOTNET","PC_GDP","A","2009",21.571,
"NZL","SOCEXP","TOTNET","PC_GDP","A","2011",21.047,
"NZL","SOCEXP","TOTNET","PC_GDP","A","2013",19.422,
"NZL","SOCEXP","TOTNET","PC_GDP","A","2015",18.197,
"NZL","SOCEXP","TOTNET","PC_GDP","A","2017",17.042,
"NZL","SOCEXP","TOTNET","PC_GDP","A","2019",21.542,
"NZL","SOCEXP","PUB","USD_CAP","A","1980",3698.142,
"NZL","SOCEXP","PUB","USD_CAP","A","1981",3889.061,
"NZL","SOCEXP","PUB","USD_CAP","A","1982",4003.82,
"NZL","SOCEXP","PUB","USD_CAP","A","1983",4016.958,
"NZL","SOCEXP","PUB","USD_CAP","A","1984",3993.446,
"NZL","SOCEXP","PUB","USD_CAP","A","1985",4131.935,
"NZL","SOCEXP","PUB","USD_CAP","A","1986",4024.118,
"NZL","SOCEXP","PUB","USD_CAP","A","1987",4315.666,
"NZL","SOCEXP","PUB","USD_CAP","A","1988",4681.251,
"NZL","SOCEXP","PUB","USD_CAP","A","1989",5059.896,
"NZL","SOCEXP","PUB","USD_CAP","A","1990",5008.115,
"NZL","SOCEXP","PUB","USD_CAP","A","1991",4839.857,
"NZL","SOCEXP","PUB","USD_CAP","A","1992",4777.56,
"NZL","SOCEXP","PUB","USD_CAP","A","1993",4665.397,
"NZL","SOCEXP","PUB","USD_CAP","A","1994",4674.728,
"NZL","SOCEXP","PUB","USD_CAP","A","1995",4663.501,
"NZL","SOCEXP","PUB","USD_CAP","A","1996",4732.565,
"NZL","SOCEXP","PUB","USD_CAP","A","1997",5100.049,
"NZL","SOCEXP","PUB","USD_CAP","A","1998",5261.015,
"NZL","SOCEXP","PUB","USD_CAP","A","1999",5320.207,
"NZL","SOCEXP","PUB","USD_CAP","A","2000",5354.3,
"NZL","SOCEXP","PUB","USD_CAP","A","2001",5325.677,
"NZL","SOCEXP","PUB","USD_CAP","A","2002",5676.743,
"NZL","SOCEXP","PUB","USD_CAP","A","2003",5621.915,
"NZL","SOCEXP","PUB","USD_CAP","A","2004",5438.443,
"NZL","SOCEXP","PUB","USD_CAP","A","2005",6625.099,
"NZL","SOCEXP","PUB","USD_CAP","A","2006",6750.956,
"NZL","SOCEXP","PUB","USD_CAP","A","2007",7156.31,
"NZL","SOCEXP","PUB","USD_CAP","A","2008",7655.087,
"NZL","SOCEXP","PUB","USD_CAP","A","2009",8039.713,
"NZL","SOCEXP","PUB","USD_CAP","A","2010",7982.949,
"NZL","SOCEXP","PUB","USD_CAP","A","2011",7966.384,
"NZL","SOCEXP","PUB","USD_CAP","A","2012",8076.062,
"NZL","SOCEXP","PUB","USD_CAP","A","2013",7610.203,
"NZL","SOCEXP","PUB","USD_CAP","A","2014",7696.673,
"NZL","SOCEXP","PUB","USD_CAP","A","2015",7464.285,
"NZL","SOCEXP","PUB","USD_CAP","A","2016",7424.366,
"NZL","SOCEXP","PUB","USD_CAP","A","2017",7208.91,
"NZL","SOCEXP","PUB","USD_CAP","A","2018",7687.428,
"NZL","SOCEXP","PUB","USD_CAP","A","2019",9411.276,
"NZL","SOCEXP","PUB","USD_CAP","A","2020",8577.106,
"NZL","SOCEXP","PUB","USD_CAP","A","2021",8487.138,
"NOR","SOCEXP","PRIV","PC_GDP","A","1980",0.805,
"NOR","SOCEXP","PRIV","PC_GDP","A","1985",0.828,
"NOR","SOCEXP","PRIV","PC_GDP","A","1988",1.056,
"NOR","SOCEXP","PRIV","PC_GDP","A","1989",1.148,
"NOR","SOCEXP","PRIV","PC_GDP","A","1990",1.944,
"NOR","SOCEXP","PRIV","PC_GDP","A","1991",1.898,
"NOR","SOCEXP","PRIV","PC_GDP","A","1992",1.837,
"NOR","SOCEXP","PRIV","PC_GDP","A","1993",1.736,
"NOR","SOCEXP","PRIV","PC_GDP","A","1994",1.681,
"NOR","SOCEXP","PRIV","PC_GDP","A","1995",1.691,
"NOR","SOCEXP","PRIV","PC_GDP","A","1996",1.916,
"NOR","SOCEXP","PRIV","PC_GDP","A","1997",1.842,
"NOR","SOCEXP","PRIV","PC_GDP","A","1998",2.032,
"NOR","SOCEXP","PRIV","PC_GDP","A","1999",2.251,
"NOR","SOCEXP","PRIV","PC_GDP","A","2000",2.04,
"NOR","SOCEXP","PRIV","PC_GDP","A","2001",2.116,
"NOR","SOCEXP","PRIV","PC_GDP","A","2002",2.408,
"NOR","SOCEXP","PRIV","PC_GDP","A","2003",2.557,
"NOR","SOCEXP","PRIV","PC_GDP","A","2004",2.315,
"NOR","SOCEXP","PRIV","PC_GDP","A","2005",2.025,
"NOR","SOCEXP","PRIV","PC_GDP","A","2006",1.966,
"NOR","SOCEXP","PRIV","PC_GDP","A","2007",1.962,
"NOR","SOCEXP","PRIV","PC_GDP","A","2008",1.929,
"NOR","SOCEXP","PRIV","PC_GDP","A","2009",2.334,
"NOR","SOCEXP","PRIV","PC_GDP","A","2010",2.04,
"NOR","SOCEXP","PRIV","PC_GDP","A","2011",2.153,
"NOR","SOCEXP","PRIV","PC_GDP","A","2012",2.088,
"NOR","SOCEXP","PRIV","PC_GDP","A","2013",2.225,
"NOR","SOCEXP","PRIV","PC_GDP","A","2014",2.361,
"NOR","SOCEXP","PRIV","PC_GDP","A","2015",2.535,
"NOR","SOCEXP","PRIV","PC_GDP","A","2016",2.651,
"NOR","SOCEXP","PRIV","PC_GDP","A","2017",2.59,
"NOR","SOCEXP","PRIV","PC_GDP","A","2018",2.497,
"NOR","SOCEXP","PRIV","PC_GDP","A","2019",2.6,
"NOR","SOCEXP","PUB","PC_GDP","A","1980",16.121,
"NOR","SOCEXP","PUB","PC_GDP","A","1985",17.198,
"NOR","SOCEXP","PUB","PC_GDP","A","1988",19.971,
"NOR","SOCEXP","PUB","PC_GDP","A","1989",20.866,
"NOR","SOCEXP","PUB","PC_GDP","A","1990",21.55,
"NOR","SOCEXP","PUB","PC_GDP","A","1991",22.458,
"NOR","SOCEXP","PUB","PC_GDP","A","1992",23.346,
"NOR","SOCEXP","PUB","PC_GDP","A","1993",23.261,
"NOR","SOCEXP","PUB","PC_GDP","A","1994",23.081,
"NOR","SOCEXP","PUB","PC_GDP","A","1995",22.474,
"NOR","SOCEXP","PUB","PC_GDP","A","1996",21.681,
"NOR","SOCEXP","PUB","PC_GDP","A","1997",21.183,
"NOR","SOCEXP","PUB","PC_GDP","A","1998",22.634,
"NOR","SOCEXP","PUB","PC_GDP","A","1999",22.552,
"NOR","SOCEXP","PUB","PC_GDP","A","2000",20.411,
"NOR","SOCEXP","PUB","PC_GDP","A","2001",21.234,
"NOR","SOCEXP","PUB","PC_GDP","A","2002",22.71,
"NOR","SOCEXP","PUB","PC_GDP","A","2003",23.644,
"NOR","SOCEXP","PUB","PC_GDP","A","2004",22.283,
"NOR","SOCEXP","PUB","PC_GDP","A","2005",20.737,
"NOR","SOCEXP","PUB","PC_GDP","A","2006",19.479,
"NOR","SOCEXP","PUB","PC_GDP","A","2007",19.603,
"NOR","SOCEXP","PUB","PC_GDP","A","2008",19.28,
"NOR","SOCEXP","PUB","PC_GDP","A","2009",22.519,
"NOR","SOCEXP","PUB","PC_GDP","A","2010",22.119,
"NOR","SOCEXP","PUB","PC_GDP","A","2011",21.578,
"NOR","SOCEXP","PUB","PC_GDP","A","2012",21.469,
"NOR","SOCEXP","PUB","PC_GDP","A","2013",21.918,
"NOR","SOCEXP","PUB","PC_GDP","A","2014",22.839,
"NOR","SOCEXP","PUB","PC_GDP","A","2015",24.681,
"NOR","SOCEXP","PUB","PC_GDP","A","2016",25.934,
"NOR","SOCEXP","PUB","PC_GDP","A","2017",25.129,
"NOR","SOCEXP","PUB","PC_GDP","A","2018",24.21,
"NOR","SOCEXP","PUB","PC_GDP","A","2019",25.278,
"NOR","SOCEXP","PUB","PC_GDP","A","2020",28.159,
"NOR","SOCEXP","PUB","PC_GDP","A","2021",24.362,
"NOR","SOCEXP","PUB","PC_GDP","A","2022",20.676,
"NOR","SOCEXP","PUBNET","PC_GDP","A","1995",17.914,
"NOR","SOCEXP","PUBNET","PC_GDP","A","1997",16.818,
"NOR","SOCEXP","PUBNET","PC_GDP","A","1999",17.905,
"NOR","SOCEXP","PUBNET","PC_GDP","A","2001",16.918,
"NOR","SOCEXP","PUBNET","PC_GDP","A","2003",19.104,
"NOR","SOCEXP","PUBNET","PC_GDP","A","2005",16.866,
"NOR","SOCEXP","PUBNET","PC_GDP","A","2007",15.942,
"NOR","SOCEXP","PUBNET","PC_GDP","A","2009",18.449,
"NOR","SOCEXP","PUBNET","PC_GDP","A","2011",17.867,
"NOR","SOCEXP","PUBNET","PC_GDP","A","2013",18.164,
"NOR","SOCEXP","PUBNET","PC_GDP","A","2015",20.33,
"NOR","SOCEXP","PUBNET","PC_GDP","A","2017",20.713,
"NOR","SOCEXP","PUBNET","PC_GDP","A","2019",20.912,
"NOR","SOCEXP","TOTNET","PC_GDP","A","1995",18.883,
"NOR","SOCEXP","TOTNET","PC_GDP","A","1997",17.868,
"NOR","SOCEXP","TOTNET","PC_GDP","A","1999",19.19,
"NOR","SOCEXP","TOTNET","PC_GDP","A","2001",18.154,
"NOR","SOCEXP","TOTNET","PC_GDP","A","2003",20.647,
"NOR","SOCEXP","TOTNET","PC_GDP","A","2005",18.069,
"NOR","SOCEXP","TOTNET","PC_GDP","A","2007",17.084,
"NOR","SOCEXP","TOTNET","PC_GDP","A","2009",19.85,
"NOR","SOCEXP","TOTNET","PC_GDP","A","2011",19.219,
"NOR","SOCEXP","TOTNET","PC_GDP","A","2013",19.561,
"NOR","SOCEXP","TOTNET","PC_GDP","A","2015",21.932,
"NOR","SOCEXP","TOTNET","PC_GDP","A","2017",22.355,
"NOR","SOCEXP","TOTNET","PC_GDP","A","2019",22.572,
"NOR","SOCEXP","PUB","USD_CAP","A","1980",5242.937,
"NOR","SOCEXP","PUB","USD_CAP","A","1985",6522.185,
"NOR","SOCEXP","PUB","USD_CAP","A","1988",7891.412,
"NOR","SOCEXP","PUB","USD_CAP","A","1989",8295.452,
"NOR","SOCEXP","PUB","USD_CAP","A","1990",8704.091,
"NOR","SOCEXP","PUB","USD_CAP","A","1991",9304.577,
"NOR","SOCEXP","PUB","USD_CAP","A","1992",9961.853,
"NOR","SOCEXP","PUB","USD_CAP","A","1993",10146.692,
"NOR","SOCEXP","PUB","USD_CAP","A","1994",10515.998,
"NOR","SOCEXP","PUB","USD_CAP","A","1995",10610.934,
"NOR","SOCEXP","PUB","USD_CAP","A","1996",10697.206,
"NOR","SOCEXP","PUB","USD_CAP","A","1997",10943.957,
"NOR","SOCEXP","PUB","USD_CAP","A","1998",11930.339,
"NOR","SOCEXP","PUB","USD_CAP","A","1999",12041.778,
"NOR","SOCEXP","PUB","USD_CAP","A","2000",11175.172,
"NOR","SOCEXP","PUB","USD_CAP","A","2001",11806.998,
"NOR","SOCEXP","PUB","USD_CAP","A","2002",12742.196,
"NOR","SOCEXP","PUB","USD_CAP","A","2003",13308.098,
"NOR","SOCEXP","PUB","USD_CAP","A","2004",12963.25,
"NOR","SOCEXP","PUB","USD_CAP","A","2005",12297.666,
"NOR","SOCEXP","PUB","USD_CAP","A","2006",11732.199,
"NOR","SOCEXP","PUB","USD_CAP","A","2007",12036.471,
"NOR","SOCEXP","PUB","USD_CAP","A","2008",11747.332,
"NOR","SOCEXP","PUB","USD_CAP","A","2009",13313.669,
"NOR","SOCEXP","PUB","USD_CAP","A","2010",13007.17,
"NOR","SOCEXP","PUB","USD_CAP","A","2011",12648.273,
"NOR","SOCEXP","PUB","USD_CAP","A","2012",12754.36,
"NOR","SOCEXP","PUB","USD_CAP","A","2013",12997.667,
"NOR","SOCEXP","PUB","USD_CAP","A","2014",13657.387,
"NOR","SOCEXP","PUB","USD_CAP","A","2015",14895.831,
"NOR","SOCEXP","PUB","USD_CAP","A","2016",15680.362,
"NOR","SOCEXP","PUB","USD_CAP","A","2017",15425.862,
"NOR","SOCEXP","PUB","USD_CAP","A","2018",14929.022,
"NOR","SOCEXP","PUB","USD_CAP","A","2019",15598.467,
"POL","SOCEXP","PRIV","PC_GDP","A","2002",0.189,
"POL","SOCEXP","PRIV","PC_GDP","A","2003",0.193,
"POL","SOCEXP","PRIV","PC_GDP","A","2004",0.165,
"POL","SOCEXP","PRIV","PC_GDP","A","2005",0.208,
"POL","SOCEXP","PRIV","PC_GDP","A","2006",0.212,
"POL","SOCEXP","PRIV","PC_GDP","A","2007",0.213,
"POL","SOCEXP","PRIV","PC_GDP","A","2008",0.249,
"POL","SOCEXP","PRIV","PC_GDP","A","2009",0.263,
"POL","SOCEXP","PRIV","PC_GDP","A","2010",0.295,
"POL","SOCEXP","PRIV","PC_GDP","A","2011",0.323,
"POL","SOCEXP","PRIV","PC_GDP","A","2012",0.354,
"POL","SOCEXP","PRIV","PC_GDP","A","2013",0.39,
"POL","SOCEXP","PRIV","PC_GDP","A","2014",0.415,
"POL","SOCEXP","PRIV","PC_GDP","A","2015",0.487,
"POL","SOCEXP","PRIV","PC_GDP","A","2016",0.545,
"POL","SOCEXP","PRIV","PC_GDP","A","2017",0.553,
"POL","SOCEXP","PRIV","PC_GDP","A","2018",0.54,
"POL","SOCEXP","PRIV","PC_GDP","A","2019",0.846,
"POL","SOCEXP","PRIV","PC_GDP","A","2020",0.026,
"POL","SOCEXP","PRIV","PC_GDP","A","2021",0.023,
"POL","SOCEXP","PUB","PC_GDP","A","1990",14.194,
"POL","SOCEXP","PUB","PC_GDP","A","1991",20.485,
"POL","SOCEXP","PUB","PC_GDP","A","1992",24.042,
"POL","SOCEXP","PUB","PC_GDP","A","1993",23.536,
"POL","SOCEXP","PUB","PC_GDP","A","1994",22.462,
"POL","SOCEXP","PUB","PC_GDP","A","1995",21.808,
"POL","SOCEXP","PUB","PC_GDP","A","1996",21.988,
"POL","SOCEXP","PUB","PC_GDP","A","1997",21.48,
"POL","SOCEXP","PUB","PC_GDP","A","1998",20.777,
"POL","SOCEXP","PUB","PC_GDP","A","1999",21.114,
"POL","SOCEXP","PUB","PC_GDP","A","2000",20.182,
"POL","SOCEXP","PUB","PC_GDP","A","2001",21.71,
"POL","SOCEXP","PUB","PC_GDP","A","2002",21.815,
"POL","SOCEXP","PUB","PC_GDP","A","2003",21.965,
"POL","SOCEXP","PUB","PC_GDP","A","2004",21.251,
"POL","SOCEXP","PUB","PC_GDP","A","2005",20.898,
"POL","SOCEXP","PUB","PC_GDP","A","2006",20.636,
"POL","SOCEXP","PUB","PC_GDP","A","2007",19.529,
"POL","SOCEXP","PUB","PC_GDP","A","2008",20.222,
"POL","SOCEXP","PUB","PC_GDP","A","2009",21.311,
"POL","SOCEXP","PUB","PC_GDP","A","2010",20.727,
"POL","SOCEXP","PUB","PC_GDP","A","2011",19.578,
"POL","SOCEXP","PUB","PC_GDP","A","2012",19.856,
"POL","SOCEXP","PUB","PC_GDP","A","2013",20.606,
"POL","SOCEXP","PUB","PC_GDP","A","2014",20.288,
"POL","SOCEXP","PUB","PC_GDP","A","2015",20.219,
"POL","SOCEXP","PUB","PC_GDP","A","2016",21.185,
"POL","SOCEXP","PUB","PC_GDP","A","2017",20.786,
"POL","SOCEXP","PUB","PC_GDP","A","2018",20.509,
"POL","SOCEXP","PUB","PC_GDP","A","2019",21.186,
"POL","SOCEXP","PUB","PC_GDP","A","2020",23.226,
"POL","SOCEXP","PUB","PC_GDP","A","2021",22.568,
"POL","SOCEXP","PUB","PC_GDP","A","2022",22.706,
"POL","SOCEXP","PUBNET","PC_GDP","A","2005",17.025,
"POL","SOCEXP","PUBNET","PC_GDP","A","2007",15.812,
"POL","SOCEXP","PUBNET","PC_GDP","A","2009",18.096,
"POL","SOCEXP","PUBNET","PC_GDP","A","2011",16.272,
"POL","SOCEXP","PUBNET","PC_GDP","A","2013",17.143,
"POL","SOCEXP","PUBNET","PC_GDP","A","2015",16.548,
"POL","SOCEXP","PUBNET","PC_GDP","A","2017",16.738,
"POL","SOCEXP","PUBNET","PC_GDP","A","2019",17.132,
"POL","SOCEXP","TOTNET","PC_GDP","A","2005",17.233,
"POL","SOCEXP","TOTNET","PC_GDP","A","2007",16.026,
"POL","SOCEXP","TOTNET","PC_GDP","A","2009",18.358,
"POL","SOCEXP","TOTNET","PC_GDP","A","2011",16.594,
"POL","SOCEXP","TOTNET","PC_GDP","A","2013",17.533,
"POL","SOCEXP","TOTNET","PC_GDP","A","2015",17.035,
"POL","SOCEXP","TOTNET","PC_GDP","A","2017",17.291,
"POL","SOCEXP","TOTNET","PC_GDP","A","2019",17.96,
"POL","SOCEXP","PUB","USD_CAP","A","1990",1557.404,
"POL","SOCEXP","PUB","USD_CAP","A","1991",2085.815,
"POL","SOCEXP","PUB","USD_CAP","A","1992",2505.293,
"POL","SOCEXP","PUB","USD_CAP","A","1993",2541.043,
"POL","SOCEXP","PUB","USD_CAP","A","1994",2551.392,
"POL","SOCEXP","PUB","USD_CAP","A","1995",2647.802,
"POL","SOCEXP","PUB","USD_CAP","A","1996",2831.844,
"POL","SOCEXP","PUB","USD_CAP","A","1997",2944.578,
"POL","SOCEXP","PUB","USD_CAP","A","1998",2980.946,
"POL","SOCEXP","PUB","USD_CAP","A","1999",3171.583,
"POL","SOCEXP","PUB","USD_CAP","A","2000",3171.011,
"POL","SOCEXP","PUB","USD_CAP","A","2001",3454.401,
"POL","SOCEXP","PUB","USD_CAP","A","2002",3543.547,
"POL","SOCEXP","PUB","USD_CAP","A","2003",3696.398,
"POL","SOCEXP","PUB","USD_CAP","A","2004",3755.881,
"POL","SOCEXP","PUB","USD_CAP","A","2005",3824.901,
"POL","SOCEXP","PUB","USD_CAP","A","2006",4011.463,
"POL","SOCEXP","PUB","USD_CAP","A","2007",4066.193,
"POL","SOCEXP","PUB","USD_CAP","A","2008",4387.281,
"POL","SOCEXP","PUB","USD_CAP","A","2009",4709.042,
"POL","SOCEXP","PUB","USD_CAP","A","2010",4747.272,
"POL","SOCEXP","PUB","USD_CAP","A","2011",4696.375,
"POL","SOCEXP","PUB","USD_CAP","A","2012",4825.078,
"POL","SOCEXP","PUB","USD_CAP","A","2013",5067.792,
"POL","SOCEXP","PUB","USD_CAP","A","2014",5160.703,
"POL","SOCEXP","PUB","USD_CAP","A","2015",5365.033,
"POL","SOCEXP","PUB","USD_CAP","A","2016",5802.346,
"POL","SOCEXP","PUB","USD_CAP","A","2017",5968.718,
"POL","SOCEXP","PUB","USD_CAP","A","2018",6205.982,
"POL","SOCEXP","PUB","USD_CAP","A","2019",6719.686,
"PRT","SOCEXP","PRIV","PC_GDP","A","1980",0.59,
"PRT","SOCEXP","PRIV","PC_GDP","A","1981",0.653,
"PRT","SOCEXP","PRIV","PC_GDP","A","1982",0.687,
"PRT","SOCEXP","PRIV","PC_GDP","A","1983",0.757,
"PRT","SOCEXP","PRIV","PC_GDP","A","1984",0.798,
"PRT","SOCEXP","PRIV","PC_GDP","A","1985",0.802,
"PRT","SOCEXP","PRIV","PC_GDP","A","1986",0.805,
"PRT","SOCEXP","PRIV","PC_GDP","A","1987",0.871,
"PRT","SOCEXP","PRIV","PC_GDP","A","1988",0.822,
"PRT","SOCEXP","PRIV","PC_GDP","A","1989",0.816,
"PRT","SOCEXP","PRIV","PC_GDP","A","1990",0.845,
"PRT","SOCEXP","PRIV","PC_GDP","A","1991",0.893,
"PRT","SOCEXP","PRIV","PC_GDP","A","1992",0.904,
"PRT","SOCEXP","PRIV","PC_GDP","A","1993",1.061,
"PRT","SOCEXP","PRIV","PC_GDP","A","1994",1.164,
"PRT","SOCEXP","PRIV","PC_GDP","A","1995",1.114,
"PRT","SOCEXP","PRIV","PC_GDP","A","1996",1.134,
"PRT","SOCEXP","PRIV","PC_GDP","A","1997",1.145,
"PRT","SOCEXP","PRIV","PC_GDP","A","1998",1.353,
"PRT","SOCEXP","PRIV","PC_GDP","A","1999",1.412,
"PRT","SOCEXP","PRIV","PC_GDP","A","2000",1.607,
"PRT","SOCEXP","PRIV","PC_GDP","A","2001",1.708,
"PRT","SOCEXP","PRIV","PC_GDP","A","2002",1.807,
"PRT","SOCEXP","PRIV","PC_GDP","A","2003",1.817,
"PRT","SOCEXP","PRIV","PC_GDP","A","2004",1.951,
"PRT","SOCEXP","PRIV","PC_GDP","A","2005",1.991,
"PRT","SOCEXP","PRIV","PC_GDP","A","2006",2.502,
"PRT","SOCEXP","PRIV","PC_GDP","A","2007",2.467,
"PRT","SOCEXP","PRIV","PC_GDP","A","2008",2.489,
"PRT","SOCEXP","PRIV","PC_GDP","A","2009",2.518,
"PRT","SOCEXP","PRIV","PC_GDP","A","2010",2.176,
"PRT","SOCEXP","PRIV","PC_GDP","A","2011",2.272,
"PRT","SOCEXP","PRIV","PC_GDP","A","2012",2.272,
"PRT","SOCEXP","PRIV","PC_GDP","A","2013",2.279,
"PRT","SOCEXP","PRIV","PC_GDP","A","2014",2.287,
"PRT","SOCEXP","PRIV","PC_GDP","A","2015",2.585,
"PRT","SOCEXP","PRIV","PC_GDP","A","2016",2.306,
"PRT","SOCEXP","PRIV","PC_GDP","A","2017",2.531,
"PRT","SOCEXP","PRIV","PC_GDP","A","2018",2.286,
"PRT","SOCEXP","PRIV","PC_GDP","A","2019",2.24,
"PRT","SOCEXP","PUB","PC_GDP","A","1980",9.515,
"PRT","SOCEXP","PUB","PC_GDP","A","1981",10.157,
"PRT","SOCEXP","PUB","PC_GDP","A","1982",9.614,
"PRT","SOCEXP","PUB","PC_GDP","A","1983",9.728,
"PRT","SOCEXP","PUB","PC_GDP","A","1984",9.664,
"PRT","SOCEXP","PUB","PC_GDP","A","1985",9.83,
"PRT","SOCEXP","PUB","PC_GDP","A","1986",10.424,
"PRT","SOCEXP","PUB","PC_GDP","A","1987",10.695,
"PRT","SOCEXP","PUB","PC_GDP","A","1988",10.852,
"PRT","SOCEXP","PUB","PC_GDP","A","1989",10.495,
"PRT","SOCEXP","PUB","PC_GDP","A","1990",12.225,
"PRT","SOCEXP","PUB","PC_GDP","A","1991",13.104,
"PRT","SOCEXP","PUB","PC_GDP","A","1992",13.758,
"PRT","SOCEXP","PUB","PC_GDP","A","1993",15.12,
"PRT","SOCEXP","PUB","PC_GDP","A","1994",15.238,
"PRT","SOCEXP","PUB","PC_GDP","A","1995",16.019,
"PRT","SOCEXP","PUB","PC_GDP","A","1996",16.597,
"PRT","SOCEXP","PUB","PC_GDP","A","1997",16.443,
"PRT","SOCEXP","PUB","PC_GDP","A","1998",16.836,
"PRT","SOCEXP","PUB","PC_GDP","A","1999",17.243,
"PRT","SOCEXP","PUB","PC_GDP","A","2000",18.576,
"PRT","SOCEXP","PUB","PC_GDP","A","2001",19.061,
"PRT","SOCEXP","PUB","PC_GDP","A","2002",20.408,
"PRT","SOCEXP","PUB","PC_GDP","A","2003",21.461,
"PRT","SOCEXP","PUB","PC_GDP","A","2004",21.798,
"PRT","SOCEXP","PUB","PC_GDP","A","2005",22.424,
"PRT","SOCEXP","PUB","PC_GDP","A","2006",21.643,
"PRT","SOCEXP","PUB","PC_GDP","A","2007",21.307,
"PRT","SOCEXP","PUB","PC_GDP","A","2008",21.768,
